User Query,Intent,Locations,Dates,Recommendation
"User is looking for hotel booking in Pune, Chennai.",hotel_booking,"Pune, Chennai",2024-10-28,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Delhi.",travel_advisory,"Kolkata, Delhi",2024-07-20,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Jaipur.",travel_advisory,"Kolkata, Jaipur",2024-02-28,No specific recommendation for this route.
"User is looking for hotel booking in Delhi, Hyderabad.",hotel_booking,"Delhi, Hyderabad",2024-08-02,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Hyderabad.",hotel_booking,"Jaipur, Hyderabad",2024-01-26,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Mumbai.",car_rental,"Bangalore, Mumbai",2024-02-20,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Pune.",car_rental,"Kolkata, Pune",2024-03-23,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Hyderabad.",hotel_booking,"Chennai, Hyderabad",2024-05-04,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Jaipur.",travel_advisory,"Hyderabad, Jaipur",2024-04-04,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Chennai.",travel_advisory,"Kolkata, Chennai",2024-07-13,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Hyderabad.",hotel_booking,"Bangalore, Hyderabad",2024-02-26,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Bangalore.",travel_advisory,"Mumbai, Bangalore",2024-11-21,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Chennai.",car_rental,"Bangalore, Chennai",2024-05-01,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Chennai.",flight_booking,"Delhi, Chennai",2024-07-03,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Jaipur.",flight_booking,"Chennai, Jaipur",2024-09-19,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Chennai.",travel_advisory,"Pune, Chennai",2024-06-11,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Pune.",flight_booking,"Hyderabad, Pune",2024-02-10,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Jaipur.",travel_advisory,"Bangalore, Jaipur",2024-02-28,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Bangalore.",travel_advisory,"Kolkata, Bangalore",2024-10-19,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Delhi.",hotel_booking,"Mumbai, Delhi",2024-04-15,No specific recommendation for this route.
"User is looking for flight booking in Jaipur, Pune.",flight_booking,"Jaipur, Pune",2024-08-04,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Delhi.",travel_advisory,"Bangalore, Delhi",2024-03-02,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Chennai.",car_rental,"Kolkata, Chennai",2024-07-18,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Pune.",travel_advisory,"Hyderabad, Pune",2024-06-23,No specific recommendation for this route.
"User is looking for car rental in Pune, Chennai.",car_rental,"Pune, Chennai",2024-10-20,No specific recommendation for this route.
"User is looking for car rental in Mumbai, Jaipur.",car_rental,"Mumbai, Jaipur",2024-12-06,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Delhi.",hotel_booking,"Bangalore, Delhi",2024-10-06,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Delhi.",flight_booking,"Hyderabad, Delhi",2024-04-19,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Chennai.",flight_booking,"Bangalore, Chennai",2024-09-19,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Hyderabad.",travel_advisory,"Mumbai, Hyderabad",2024-11-20,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Bangalore.",flight_booking,"Hyderabad, Bangalore",2024-12-27,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Mumbai.",travel_advisory,"Delhi, Mumbai",2024-04-26,Weather advisories suggest carrying umbrellas for monsoons in Delhi and Mumbai. Enjoy a cultural tour of Delhi or the Bollywood vibe of Mumbai.
"User is looking for flight booking in Jaipur, Bangalore.",flight_booking,"Jaipur, Bangalore",2024-01-04,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Chennai.",hotel_booking,"Chennai, Chennai",2024-01-04,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Hyderabad.",flight_booking,"Hyderabad, Hyderabad",2024-01-10,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Mumbai.",travel_advisory,"Jaipur, Mumbai",2024-07-26,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Mumbai.",hotel_booking,"Pune, Mumbai",2024-02-28,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Hyderabad.",travel_advisory,"Bangalore, Hyderabad",2024-09-07,No specific recommendation for this route.
"User is looking for car rental in Pune, Pune.",car_rental,"Pune, Pune",2024-02-14,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Bangalore.",travel_advisory,"Hyderabad, Bangalore",2024-02-09,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Hyderabad.",travel_advisory,"Delhi, Hyderabad",2024-09-04,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Mumbai.",travel_advisory,"Jaipur, Mumbai",2024-09-25,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Bangalore.",car_rental,"Hyderabad, Bangalore",2024-05-21,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Jaipur.",hotel_booking,"Mumbai, Jaipur",2024-03-07,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Delhi.",car_rental,"Hyderabad, Delhi",2024-12-11,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Pune.",hotel_booking,"Chennai, Pune",2024-01-14,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Mumbai.",car_rental,"Jaipur, Mumbai",2024-05-19,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Kolkata.",hotel_booking,"Jaipur, Kolkata",2024-06-27,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Pune.",flight_booking,"Hyderabad, Pune",2024-01-05,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Chennai.",travel_advisory,"Hyderabad, Chennai",2024-04-03,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Delhi.",travel_advisory,"Mumbai, Delhi",2024-06-19,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Delhi.",flight_booking,"Hyderabad, Delhi",2024-08-28,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Hyderabad.",hotel_booking,"Mumbai, Hyderabad",2024-11-05,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Bangalore.",flight_booking,"Chennai, Bangalore",2024-07-13,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Bangalore.",hotel_booking,"Pune, Bangalore",2024-11-17,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Pune.",travel_advisory,"Delhi, Pune",2024-09-07,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Hyderabad.",travel_advisory,"Bangalore, Hyderabad",2024-12-16,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Kolkata.",car_rental,"Bangalore, Kolkata",2024-03-08,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Jaipur.",car_rental,"Kolkata, Jaipur",2024-09-16,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Jaipur.",travel_advisory,"Mumbai, Jaipur",2024-06-23,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Delhi.",flight_booking,"Kolkata, Delhi",2024-02-09,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Mumbai.",car_rental,"Jaipur, Mumbai",2024-05-11,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Pune.",car_rental,"Jaipur, Pune",2024-10-02,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Jaipur.",car_rental,"Jaipur, Jaipur",2024-12-09,No specific recommendation for this route.
"User is looking for travel advisory in Chennai, Delhi.",travel_advisory,"Chennai, Delhi",2024-04-03,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Hyderabad.",car_rental,"Hyderabad, Hyderabad",2024-06-26,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Jaipur.",hotel_booking,"Kolkata, Jaipur",2024-12-10,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Hyderabad.",car_rental,"Bangalore, Hyderabad",2024-05-22,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Bangalore.",hotel_booking,"Mumbai, Bangalore",2024-08-14,No specific recommendation for this route.
"User is looking for car rental in Delhi, Bangalore.",car_rental,"Delhi, Bangalore",2024-08-24,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Mumbai.",hotel_booking,"Mumbai, Mumbai",2024-03-20,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Jaipur.",hotel_booking,"Jaipur, Jaipur",2024-02-14,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Chennai.",flight_booking,"Mumbai, Chennai",2024-01-19,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Kolkata.",flight_booking,"Bangalore, Kolkata",2024-01-12,No specific recommendation for this route.
"User is looking for car rental in Delhi, Pune.",car_rental,"Delhi, Pune",2024-03-11,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Jaipur.",hotel_booking,"Chennai, Jaipur",2024-05-27,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Kolkata.",hotel_booking,"Jaipur, Kolkata",2024-04-18,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Pune.",travel_advisory,"Pune, Pune",2024-06-10,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Jaipur.",car_rental,"Kolkata, Jaipur",2024-06-28,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Kolkata.",travel_advisory,"Kolkata, Kolkata",2024-03-26,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Jaipur.",car_rental,"Bangalore, Jaipur",2024-01-11,No specific recommendation for this route.
"User is looking for flight booking in Pune, Delhi.",flight_booking,"Pune, Delhi",2024-07-14,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Mumbai.",car_rental,"Bangalore, Mumbai",2024-11-04,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Chennai.",travel_advisory,"Hyderabad, Chennai",2024-04-03,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Jaipur.",hotel_booking,"Jaipur, Jaipur",2024-03-03,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Chennai.",car_rental,"Kolkata, Chennai",2024-01-18,No specific recommendation for this route.
"User is looking for flight booking in Jaipur, Delhi.",flight_booking,"Jaipur, Delhi",2024-05-20,No specific recommendation for this route.
"User is looking for flight booking in Pune, Delhi.",flight_booking,"Pune, Delhi",2024-11-20,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Jaipur.",hotel_booking,"Chennai, Jaipur",2024-02-15,No specific recommendation for this route.
"User is looking for car rental in Mumbai, Bangalore.",car_rental,"Mumbai, Bangalore",2024-01-21,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Hyderabad.",flight_booking,"Mumbai, Hyderabad",2024-03-26,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Chennai.",travel_advisory,"Pune, Chennai",2024-11-05,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Kolkata.",hotel_booking,"Kolkata, Kolkata",2024-02-20,No specific recommendation for this route.
"User is looking for car rental in Chennai, Pune.",car_rental,"Chennai, Pune",2024-09-08,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Chennai.",hotel_booking,"Chennai, Chennai",2024-02-27,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Pune.",travel_advisory,"Hyderabad, Pune",2024-12-09,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Bangalore.",car_rental,"Hyderabad, Bangalore",2024-01-25,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Delhi.",hotel_booking,"Jaipur, Delhi",2024-12-08,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Hyderabad.",hotel_booking,"Pune, Hyderabad",2024-03-21,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Jaipur.",car_rental,"Hyderabad, Jaipur",2024-12-02,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Hyderabad.",travel_advisory,"Hyderabad, Hyderabad",2024-06-07,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Pune.",hotel_booking,"Jaipur, Pune",2024-09-22,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Bangalore.",hotel_booking,"Mumbai, Bangalore",2024-06-15,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Delhi.",travel_advisory,"Hyderabad, Delhi",2024-06-04,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Jaipur.",hotel_booking,"Jaipur, Jaipur",2024-05-10,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Delhi.",hotel_booking,"Bangalore, Delhi",2024-03-12,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Bangalore.",travel_advisory,"Delhi, Bangalore",2024-12-01,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Delhi.",flight_booking,"Kolkata, Delhi",2024-11-08,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Mumbai.",travel_advisory,"Pune, Mumbai",2024-07-06,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Hyderabad.",hotel_booking,"Bangalore, Hyderabad",2024-10-23,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Jaipur.",hotel_booking,"Kolkata, Jaipur",2024-01-11,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Chennai.",travel_advisory,"Hyderabad, Chennai",2024-12-09,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Chennai.",travel_advisory,"Bangalore, Chennai",2024-06-22,No specific recommendation for this route.
"User is looking for car rental in Delhi, Delhi.",car_rental,"Delhi, Delhi",2024-07-24,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Pune.",hotel_booking,"Jaipur, Pune",2024-11-16,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Jaipur.",hotel_booking,"Chennai, Jaipur",2024-06-02,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Chennai.",travel_advisory,"Hyderabad, Chennai",2024-05-03,No specific recommendation for this route.
"User is looking for car rental in Pune, Kolkata.",car_rental,"Pune, Kolkata",2024-07-28,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Hyderabad.",flight_booking,"Chennai, Hyderabad",2024-02-05,No specific recommendation for this route.
"User is looking for car rental in Pune, Pune.",car_rental,"Pune, Pune",2024-06-18,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Bangalore.",hotel_booking,"Chennai, Bangalore",2024-02-14,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Pune.",car_rental,"Jaipur, Pune",2024-03-18,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Chennai.",travel_advisory,"Delhi, Chennai",2024-03-11,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Jaipur.",hotel_booking,"Kolkata, Jaipur",2024-11-07,No specific recommendation for this route.
"User is looking for flight booking in Jaipur, Chennai.",flight_booking,"Jaipur, Chennai",2024-11-20,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Jaipur.",hotel_booking,"Pune, Jaipur",2024-12-09,No specific recommendation for this route.
"User is looking for car rental in Pune, Delhi.",car_rental,"Pune, Delhi",2024-06-09,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Pune.",travel_advisory,"Delhi, Pune",2024-02-10,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Delhi.",travel_advisory,"Hyderabad, Delhi",2024-02-09,No specific recommendation for this route.
"User is looking for flight booking in Pune, Bangalore.",flight_booking,"Pune, Bangalore",2024-02-09,No specific recommendation for this route.
"User is looking for flight booking in Pune, Kolkata.",flight_booking,"Pune, Kolkata",2024-06-18,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Pune.",car_rental,"Jaipur, Pune",2024-11-02,No specific recommendation for this route.
"User is looking for car rental in Pune, Jaipur.",car_rental,"Pune, Jaipur",2024-11-24,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Bangalore.",car_rental,"Hyderabad, Bangalore",2024-11-12,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Bangalore.",flight_booking,"Bangalore, Bangalore",2024-05-20,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Hyderabad.",hotel_booking,"Hyderabad, Hyderabad",2024-04-10,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Bangalore.",car_rental,"Bangalore, Bangalore",2024-07-19,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Hyderabad.",travel_advisory,"Delhi, Hyderabad",2024-01-20,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Bangalore.",flight_booking,"Delhi, Bangalore",2024-04-19,No specific recommendation for this route.
"User is looking for car rental in Pune, Mumbai.",car_rental,"Pune, Mumbai",2024-01-10,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Pune.",flight_booking,"Kolkata, Pune",2024-12-28,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Hyderabad.",flight_booking,"Bangalore, Hyderabad",2024-11-17,No specific recommendation for this route.
"User is looking for flight booking in Pune, Hyderabad.",flight_booking,"Pune, Hyderabad",2024-01-06,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Kolkata.",travel_advisory,"Mumbai, Kolkata",2024-03-25,No specific recommendation for this route.
"User is looking for car rental in Mumbai, Kolkata.",car_rental,"Mumbai, Kolkata",2024-04-11,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Mumbai.",hotel_booking,"Bangalore, Mumbai",2024-10-08,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Pune.",travel_advisory,"Delhi, Pune",2024-07-19,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Pune.",flight_booking,"Kolkata, Pune",2024-04-07,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Hyderabad.",hotel_booking,"Kolkata, Hyderabad",2024-08-15,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Jaipur.",car_rental,"Hyderabad, Jaipur",2024-02-16,No specific recommendation for this route.
"User is looking for car rental in Chennai, Chennai.",car_rental,"Chennai, Chennai",2024-09-14,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Jaipur.",flight_booking,"Chennai, Jaipur",2024-04-28,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Delhi.",car_rental,"Bangalore, Delhi",2024-05-16,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Kolkata.",flight_booking,"Hyderabad, Kolkata",2024-01-25,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Hyderabad.",hotel_booking,"Chennai, Hyderabad",2024-08-16,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Hyderabad.",flight_booking,"Bangalore, Hyderabad",2024-10-14,No specific recommendation for this route.
"User is looking for car rental in Mumbai, Hyderabad.",car_rental,"Mumbai, Hyderabad",2024-01-22,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Chennai.",travel_advisory,"Hyderabad, Chennai",2024-01-03,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Jaipur.",flight_booking,"Chennai, Jaipur",2024-08-10,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Pune.",flight_booking,"Kolkata, Pune",2024-11-17,No specific recommendation for this route.
"User is looking for car rental in Delhi, Bangalore.",car_rental,"Delhi, Bangalore",2024-01-08,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Mumbai.",hotel_booking,"Pune, Mumbai",2024-10-10,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Delhi.",travel_advisory,"Kolkata, Delhi",2024-12-11,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Bangalore.",travel_advisory,"Pune, Bangalore",2024-10-20,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Delhi.",travel_advisory,"Pune, Delhi",2024-02-05,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Kolkata.",travel_advisory,"Bangalore, Kolkata",2024-03-27,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Hyderabad.",travel_advisory,"Bangalore, Hyderabad",2024-04-08,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Mumbai.",hotel_booking,"Kolkata, Mumbai",2024-07-21,No specific recommendation for this route.
"User is looking for car rental in Mumbai, Jaipur.",car_rental,"Mumbai, Jaipur",2024-11-08,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Hyderabad.",hotel_booking,"Bangalore, Hyderabad",2024-07-01,No specific recommendation for this route.
"User is looking for travel advisory in Chennai, Kolkata.",travel_advisory,"Chennai, Kolkata",2024-11-14,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Jaipur.",hotel_booking,"Chennai, Jaipur",2024-12-26,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Delhi.",flight_booking,"Mumbai, Delhi",2024-09-20,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Chennai.",car_rental,"Bangalore, Chennai",2024-07-26,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Delhi.",travel_advisory,"Kolkata, Delhi",2024-02-02,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Hyderabad.",car_rental,"Hyderabad, Hyderabad",2024-11-21,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Chennai.",car_rental,"Jaipur, Chennai",2024-06-27,No specific recommendation for this route.
"User is looking for hotel booking in Delhi, Chennai.",hotel_booking,"Delhi, Chennai",2024-02-28,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Bangalore.",hotel_booking,"Kolkata, Bangalore",2024-10-23,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Delhi.",flight_booking,"Chennai, Delhi",2024-11-10,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Bangalore.",hotel_booking,"Kolkata, Bangalore",2024-03-13,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Mumbai.",flight_booking,"Hyderabad, Mumbai",2024-01-13,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Mumbai.",flight_booking,"Bangalore, Mumbai",2024-06-18,No specific recommendation for this route.
"User is looking for car rental in Delhi, Chennai.",car_rental,"Delhi, Chennai",2024-12-13,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Kolkata.",hotel_booking,"Chennai, Kolkata",2024-05-28,No specific recommendation for this route.
"User is looking for car rental in Pune, Chennai.",car_rental,"Pune, Chennai",2024-02-27,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Chennai.",hotel_booking,"Chennai, Chennai",2024-05-06,No specific recommendation for this route.
"User is looking for car rental in Mumbai, Delhi.",car_rental,"Mumbai, Delhi",2024-09-04,No specific recommendation for this route.
"User is looking for car rental in Pune, Chennai.",car_rental,"Pune, Chennai",2024-11-23,No specific recommendation for this route.
"User is looking for car rental in Pune, Chennai.",car_rental,"Pune, Chennai",2024-04-19,No specific recommendation for this route.
"User is looking for hotel booking in Delhi, Chennai.",hotel_booking,"Delhi, Chennai",2024-12-22,No specific recommendation for this route.
"User is looking for hotel booking in Delhi, Hyderabad.",hotel_booking,"Delhi, Hyderabad",2024-07-01,No specific recommendation for this route.
"User is looking for car rental in Chennai, Jaipur.",car_rental,"Chennai, Jaipur",2024-08-09,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Mumbai.",travel_advisory,"Pune, Mumbai",2024-01-16,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Delhi.",flight_booking,"Delhi, Delhi",2024-11-16,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Hyderabad.",car_rental,"Jaipur, Hyderabad",2024-04-21,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Jaipur.",travel_advisory,"Bangalore, Jaipur",2024-12-26,No specific recommendation for this route.
"User is looking for car rental in Pune, Pune.",car_rental,"Pune, Pune",2024-06-20,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Kolkata.",hotel_booking,"Hyderabad, Kolkata",2024-11-27,No specific recommendation for this route.
"User is looking for travel advisory in Chennai, Mumbai.",travel_advisory,"Chennai, Mumbai",2024-12-03,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Pune.",flight_booking,"Chennai, Pune",2024-09-21,No specific recommendation for this route.
"User is looking for car rental in Delhi, Bangalore.",car_rental,"Delhi, Bangalore",2024-05-22,No specific recommendation for this route.
"User is looking for car rental in Chennai, Mumbai.",car_rental,"Chennai, Mumbai",2024-05-06,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Chennai.",hotel_booking,"Jaipur, Chennai",2024-03-16,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Hyderabad.",flight_booking,"Mumbai, Hyderabad",2024-10-07,No specific recommendation for this route.
"User is looking for flight booking in Jaipur, Chennai.",flight_booking,"Jaipur, Chennai",2024-12-03,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Bangalore.",car_rental,"Jaipur, Bangalore",2024-12-07,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Chennai.",travel_advisory,"Bangalore, Chennai",2024-01-12,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Jaipur.",flight_booking,"Delhi, Jaipur",2024-12-11,No specific recommendation for this route.
"User is looking for flight booking in Pune, Delhi.",flight_booking,"Pune, Delhi",2024-05-01,No specific recommendation for this route.
"User is looking for hotel booking in Delhi, Bangalore.",hotel_booking,"Delhi, Bangalore",2024-10-10,No specific recommendation for this route.
"User is looking for car rental in Chennai, Chennai.",car_rental,"Chennai, Chennai",2024-06-03,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Mumbai.",hotel_booking,"Jaipur, Mumbai",2024-02-06,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Jaipur.",car_rental,"Hyderabad, Jaipur",2024-08-07,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Hyderabad.",hotel_booking,"Hyderabad, Hyderabad",2024-11-10,No specific recommendation for this route.
"User is looking for car rental in Pune, Hyderabad.",car_rental,"Pune, Hyderabad",2024-12-02,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Hyderabad.",travel_advisory,"Kolkata, Hyderabad",2024-03-09,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Hyderabad.",hotel_booking,"Jaipur, Hyderabad",2024-02-24,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Pune.",travel_advisory,"Kolkata, Pune",2024-08-09,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Kolkata.",hotel_booking,"Chennai, Kolkata",2024-03-25,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Jaipur.",flight_booking,"Kolkata, Jaipur",2024-05-06,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Delhi.",travel_advisory,"Kolkata, Delhi",2024-09-18,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Jaipur.",car_rental,"Bangalore, Jaipur",2024-11-17,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Delhi.",car_rental,"Bangalore, Delhi",2024-01-22,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Delhi.",hotel_booking,"Mumbai, Delhi",2024-10-05,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Kolkata.",hotel_booking,"Pune, Kolkata",2024-11-06,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Delhi.",hotel_booking,"Mumbai, Delhi",2024-06-10,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Mumbai.",flight_booking,"Mumbai, Mumbai",2024-06-09,No specific recommendation for this route.
